N2 Vocabulary,Character
蓄える (takuwaeru): to store; to save up; to stock up on; to lay in stock; to set aside ; to accumulate (e.g. knowledge); to build up (e.g. experience); to develop (e.g. one’s skills),蓄える
たくましい: burly; strong; sturdy; indomitable; indefatigable; strong-willed; resolute; bold,たくましい:
溜める (tameru): to amass; to accumulate; to store ; to leave unpaid,溜める
保つ (tamotsu): to keep; to preserve; to hold; to retain; to maintain; to sustain ; to last; to endure; to keep well (food); to wear well; to be durable,保つ
"多難 (tanan): full of troubles, difficulties",多難
単調 (tanchou): monotony; monotone; dullness,単調
単純明快 (tanjunmeikai): simple and clear; plain and simple,単純明快
短期間 (tankikan): short term; short time,短期間
頼もしい (tanomoshii): reliable; trustworthy ; hopeful; promising,頼もしい
単身 (tanshin): alone; unaided; away from home,単身
短縮 (tanshuku): shortening; contraction; reduction; curtailment; abbreviation,短縮
担当者 (tantousha): person in charge (of an area of work); person responsible; contact (person),担当者
たっぷり : full; in plenty; ample,たっぷり
多量 (taryou): large quantity; large amount,多量
多彩 (tasai): variegated; varicoloured; varicolored; multi-coloured; multi-colored; diverse,多彩
他者 (tasha): another person; others,他者
多種多様 (tashutayou): a great variety of; diversity,多種多様
達成 (tassei): achievement; attainment; accomplishment; realization,達成
達成感 (tasseikan): sense of accomplishment,達成感
多数 (tasuu): large number (of); many ; majority,多数
"畳む (tatamu): to fold (clothes, umbrella) ; to close (a shop, business)",畳む
立て替える (tatekaeru): to pay for another; to pay someone else’s debt as a loan to him; to make temporary payment on a person’s behalf,立て替える
頼り (tayori): reliance; dependence,頼り
多用 (tayou): busyness; a lot of things to do ; frequent use; heavy use (of); many uses,多用
多様 (tayou): diverse; varied,多様
多様化 (tayouka): diversification,多様化
多様性 (tayousei): diversity; variety,多様性
手が空く (te ga aku/te ga suku): to be free; to be available,手が空く
手に入れる (te ni ireru): to obtain; to procure,手に入れる
"手に付かない (te ni tsukanai): unable to concentrate on (due to distractions, etc.)",手に付かない
手足 (teashi): hands and feet; limbs,手足
手早い (tebayai): nimble; quick; agile,手早い
手帳 (techou): notebook; memo pad; (pocket) diary,手帳
手書き (tegaki): handwriting; handwritten; hand-painted; hand-drawn,手書き
手軽 (tegaru): easy; simple; informal; offhand; cheap,手軽
手頃 (tegoro): moderate; handy; convenient; reasonable,手頃
"定着 (teichaku): sticking (in one place, position, etc.); settling; fixing; adherence ; becoming established (of a custom, system, etc.); taking hold; taking root",定着
庭園 (teien): garden; park,庭園
"定員 (teiin): fixed number (of people); prescribed number (of regular personnel, students, etc.); quota; numerical limit; complement",定員
提示 (teiji): presentation; exhibit; suggest; citation,提示
定価 (teika): list price; regular price; established price,定価
低下 (teika): fall; decline; lowering; deterioration; degradation,低下
低価格 (teikaku): low price,低価格
低気圧 (teikiatsu): low (atmospheric) pressure; low-pressure system; depression; cyclone ; bad temper; foul mood; tense situation,低気圧
低コスト (teikosuto): low cost,低コスト
抵抗感 (teikoukan): antipathy; reluctance; resistance,抵抗感
"提供 (teikyou): offer; tender; providing; supplying; making available; donating (blood, organs, etc.) ; sponsoring (a TV program)",提供
定年 (teinen): retirement age ; years of service in a military rank before eligibility for promotion,定年
手入れ (teire): care; looking after; repair; maintenance; tending; trimming; grooming ; (police) raid; crackdown,手入れ
"停止 (teishi): stoppage; coming to a stop; halt; standstill ; ceasing (movement, activity, etc.); suspension (of operations); interruption (e.g. of electricity supply); cutting off",停止
的確 (tekikaku): precise; accurate; appropriate; exactly the right,的確
適性 (tekisei): aptitude; aptness; suitability,適性
手元 (temoto): at hand; on hand; nearby; close at hand ; way of moving one’s arms; skill ; money at hand; pocket money,手元
店長 (tenchou): shop manager,店長
展示 (tenji): exhibition; display,展示
転換 (tenkan): conversion; diversion; changeover; commutation; switchover,転換
点検 (tenken): inspection; examination; checking,点検
転勤 (tenkin): job transfer; job relocation; intra-company transfer,転勤
転校 (tenkou): changing schools,転校
天候不順 (tenkoufujun): unseasonable weather; fickle weather; bad weather,天候不順
転校生 (tenkousei): transfer student; student changing schools,転校生
"添付 (tenpu): attaching (documents, etc.); appending; affixing",添付
手作業 (tesagyou): manual labor; manual procedures,手作業
訂正 (teisei): correction; revision; amendment,訂正
転職 (tenshoku): change of occupation; career change,転職
天才 (tenzai): genius; prodigy; natural gift,天才
手数料 (tesuuryou): handling charge; commission,手数料
手続き (tetsuzuki): procedure; process; proceedings; formalities,手続き
飛び散る (tobichiru): to fly around; to scatter,飛び散る
飛び回る (tobimawaru): to fly about; to skip about; to bustle about,飛び回る
乏しい (toboshii): meagre; meager; scarce; limited; destitute; hard up; lacking; scanty; poor,乏しい
問い合わせ (toiawase): enquiry; inquiry; query; interrogation,問い合わせ
問い合わせる (toiawaseru): to enquire; to inquire; to seek information,問い合わせる
閉じこもる (tojikomoru): to seclude oneself; to shut oneself away,閉じこもる
問いかける (toikakeru): to ask a question ; to begin to ask a question,問いかける
溶かす (tokasu): to dissolve ; to melt,溶かす
特効薬 (tokkouyaku): specific medicine; wonder drug; silver bullet,特効薬
特色 (tokushoku): characteristic; feature; idiosyncrasy; personal color,特色
特殊 (tokushu): special; particular; peculiar; unique,特殊
特集 (tokushuu): feature (e.g. newspaper); special edition; report,特集
特定 (tokutei): specific; particular; designated; special ; specifying; designating; identifying; pinpointing,特定
得点 (tokuten): scoring; score; points made; marks obtained; goals; runs,得点
共働き (tomobataraki): (husband and wife) both working; dual income,共働き
伴う (tomonau): to accompany; to go hand in hand with; to be consequent upon; to be accompanied by; to bring with; to take with; to be involved in,伴う
遠回り (toomawari): detour; roundabout way,遠回り
取扱 (toriatsukai): treatment; service; handling; management,取扱
取り入れる (toriireru): to harvest; to reap ; to take in; to gather in ; to adopt (e.g. idea); to accept (e.g. advice); to introduce,取り入れる
"取り組み (torikumi): bout (in sports, etc.); match; effort; initiative; dealing with; grappling with; wrestling with",取り組み
取り込む (torikomu): to take in; to bring in; to adopt (e.g. behaviour); to introduce; to win over; to please; to curry favour with; to flatter,取り込む
取り消し (torikeshi): cancellation; withdrawal; abolition; revocation; cancel,取り消し
取り組む (torikumu): to grapple with; to wrestle with; to engage in a bout; to be matched against ; to tackle (e.g. a problem); to come to grips with; to work hard on,取り組む
取り除く (torinozoku): to remove; to deinstall; to take away; to set apart,取り除く
取り付く (toritsuku): to cling to; to hold on to; to hold fast to ; to set about doing; to begin; to commence; to undertake,取り付く
取り寄せる (toriyoseru): to order; to send away for; to have (something) sent to one,取り寄せる
都心 (toshin): city centre (center) (esp. capital city); urban centre; heart of city a metropolis,都心
年取る (toshitoru): to grow old; to age,年取る
年上 (toshiue): older; senior,年上
整える (totonoeru),整える
整う (totonou): to be ready; to be prepared; to be arranged ; to be in order; to be put in order; to be well-ordered; to be well-proportioned; to be harmonious ; to be adjusted; to be regulated; to be refined (e.g. of a face),整う
取っ手 (totte): handle; grip; knob,取っ手
逃亡 (toubou): escape; flight; running away; elopement; fleeing,逃亡
当分 (toubun): for the present; for the time being,当分
逃避 (touhi): escape; evasion; flight,逃避
統一 (touitsu): unity; consolidation; uniformity; unification; compatible,統一
登場 (toujou): entry (on stage); appearance (on screen) ; entrance; introduction (into a market),登場
統計 (toukei): statistics,統計
陶器 (touki): porcelain (esp. soft-paste porcelain); china; chinaware; earthenware; pottery; ceramics; crockery,陶器
登校 (toukou): attendance (at school); going to school,登校
透明 (toumei): transparent; clear,透明
登録 (touroku): registration; accession; register; entry; record,登録
討論 (touron): debate; discussion,討論
到達 (toutatsu): reaching; attaining; arrival,到達
到底 (toutei): by no means; not at all; (cannot) possibly; utterly; absolutely,到底
"取り上げる (toriageru): to pick up ; to adopt (e.g. a proposal); to accept; to take up (a topic, complaint, etc.); to listen to; to deal with; to feature",取り上げる
取り掛かる (torikakaru): to begin; to set about; to start,取り掛かる
取り戻す (torimodosu): to take back; to regain; to get back; to recover,取り戻す
登山家 (tozanka): mountain climber; mountaineer,登山家
潰す (tsubusu): to smash; to crush; to flatten ; to kill (time); to while away (the time),潰す
呟く (tsubuyaku): to mutter; to murmur; to grumble,呟く
追加 (tsuika): addition; supplement; appending; appendix,追加
"追求 (tsuikyuu): pursuit (of a goal, ideal, etc.); search; chase; seeking after",追求
追及 (tsuikyuu): investigation (e.g. into someone’s guilt); questioning; pressing; hounding; pinning down ; catching up; overtaking,追及
使い分ける (tsukaiwakeru): to use properly; to use (different things) for different purposes,使い分ける
付け加え (tsukekuwae): addition (to something),付け加え
"付け加える (tsukekuwaeru): to add (one thing to another); to add (a few more words, an explanation, etc.)",付け加える
作り上げる (tsukuriageru): to build up; to complete; to construct; to create; to invent; to cook up,作り上げる
つまずく: to stumble; to trip; to fail,つまずく:
積み重なる (tsumikasanaru): to pile up; to stack up; to accumulate,積み重なる
積み重ねる (tsumikasaneru): to pile up; to accumulate,積み重ねる
"積む (tsumu): to pile up; to stack ; to load (car, ship, etc.); to pack ; to acquire; to accumulate",積む
繋がる (tsunagaru): to be tied together; to be connected to; to be linked to ; to lead to; to be related to,繋がる
努める (tsutomeru): to endeavor (endeavour); to try; to strive; to make an effort; to exert oneself; to be diligent; to be committed (to doing something),努める
通知 (tsuuchi): notice; notification; report; posting,通知
通常 (tsuujou): usual; ordinary; normal; regular; general; common,通常
通路 (tsuuro): passage; pathway; roadway; avenue; aisle,通路
通信販売 (tsuushinhanbai): mail order; mail-order sales; shop-by-mail service; on-line shopping service (with delivery by mail),通信販売
通用 (tsuuyou): popular use; circulation ; to pass as; to pass for,通用
強火 (tsuyobi): high flame (cooking); high heat; strong heat,強火
強気 (tsuyoki): confident; assured; self-assured; firm; strong; cocksure,強気
強める (tsuyomeru): to strengthen; to emphasize; to emphasise,強める
強み (tsuyomi): forte; strong point,強み
打ち明ける (uchiakeru): to confide; to reveal; to disclose; to lay bare; to speak frankly; to open (one’s heart),打ち明ける
打ち合わせ (uchiawase): advance arrangements; preparatory meeting; briefing session,打ち合わせ
内側 (uchigawa): inside; interior; inner part,内側
打ち消す (uchikesu): to deny; to contradict ; to negate (esp. a sound); to drown out,打ち消す
宇宙人 (uchuujin): space alien; alien; extraterrestrial being,宇宙人
動き (ugoki): movement; move; motion ; trend; development; change; fluctuation,動き
浮かぶ (ukabu): to float; to be suspended ; to rise to surface ; to come to mind; to have inspiration,浮かぶ
受け入れる (ukeireru): to accept; to receive; to agree,受け入れる
受け答え (ukekotae): reply; response; answer,受け答え
埋め込む (umekomu): to bury; to embed; to implant,埋め込む
有無 (umu): existence or nonexistence; presence or absence ; consent or refusal; yes or no,有無
運が良い (un ga yoi): lucky,運が良い
促す (unagasu): to urge; to encourage; to press; to prompt; to draw (attention to) ; to stimulate (e.g. growth); to hasten (e.g. development); to quicken; to accelerate; to promote,促す
うなずく : to nod; to bow one’s head in assent; to agree,うなずく
運賃 (unchin): (passenger) fare ; freight rates; shipping expenses,運賃
運営 (un’ei): management; administration; operation,運営
運送 (unsou): transport; freight; shipping,運送
占う (uranau): to tell someone’s fortune; to forecast; to predict; to divine,占う
売れ行き (ureyuki): sales; demand,売れ行き
売り上げ (uriage): amount sold; sales; proceeds; takings; turnover,売り上げ
売り切れ (urikire): sold-out,売り切れ
うろうろ: restlessly; aimlessly; without purpose,うろうろ:
薄暗い (usugurai): dim; gloomy,薄暗い
薄れる (usureru): to fade; to become dim,薄れる
雨天 (uten): rainy weather,雨天
うとうと: falling into a doze; dozing off; nodding off,うとうと:
うつむく: to hang one’s head; to look down; to cast one’s eyes downward,うつむく:
移し替える (utsushikaeru): to shift something to; to move something into; to transfer; to transplant; to transpose; to exchange; to displace,移し替える
映る (utsuru): to be reflected; to harmonize with (harmonise); to come out (photo); to be projected; to be displayed (on a screen),映る
器 (utsuwa): bowl; vessel; container ; ability; capacity; calibre; caliber,器
"上回る (uwamawaru): to exceed (esp. figures: profits, unemployment rate, etc.); to surpass; to be more than; to be better than",上回る
和風 (wafuu): Japanese style,和風
わがまま: selfish; egoist; self-indulgent; wilful; willful,わがまま:
分かれる (wakareru): to separate; to split; to divide ; to disperse; to scatter,分かれる
若々しい (wakawakashii): youthful; young; young-looking,若々しい
"湧く (waku): to well (up); to gush forth (of water); to spring out; to surge ; to appear (esp. suddenly) (sweat, tears, etc.)",湧く
枠組み (wakugumi): frame; framework; outline,枠組み
"割り込む (warikomu): to cut into (a line, conversation, etc.); to force oneself into (e.g. a crowd); to wedge oneself into; to squeeze oneself into; to intrude on; to interrupt",割り込む
脇道 (wakimichi): side road; byroad,脇道
悪者 (warumono): bad fellow; rascal; ruffian; scoundrel,悪者
和食 (washoku): Japanese food; Japanese-style meal; Japanese cuisine,和食
忘れ去る (wasuresaru): to forget completely; to leave behind,忘れ去る
破れる (yabureru): to get torn; to tear; to rip; to break; to wear out ; to collapse; to fall into ruin,破れる
敗れる (yabureru): to be defeated; to be beaten; to be unsuccessful; to lose,敗れる
喧しい (yakamashii): noisy; loud; clamorous; boisterous ; much talked of; much-discussed; vexed,喧しい
夜勤 (yakin): night shift,夜勤
薬品 (yakuhin): medicine; chemicals,薬品
役目 (yakume): duty; role; function,役目
約束事 (yakusokugoto): promise; vow; engagement ; convention; rule; resolution,約束事
やむを得ない (yamu o enai): cannot be helped; unavoidable,やむを得ない
やり甲斐 (yarigai): being worth doing,やり甲斐
"養う (yashinau): to support; to maintain; to provide for ; to bring up; to raise; to rear; to feed ; to cultivate (a habit, a quality, etc.); to develop; to build up; to foster",養う
安値 (yasune): low price,安値
屋台 (yatai): cart (esp. a food cart); stall; stand,屋台
野党 (yatou): opposition party; political opposition; opposition,野党
呼びかける (yobikakeru): to call out to; to hail; to address ; to appeal,呼びかける
呼び止める (yobitomeru): to challenge; to call somebody to halt,呼び止める
予感 (yokan): presentiment; premonition; hunch,予感
欲求 (yokkyuu): desire; want; will; wish; urge; craving,欲求
欲張り (yokubari): greed; avarice; covetousness; greedy person,欲張り
欲張る (yokubaru): to covet; to lust for,欲張る
読み込む (yomikomu): to read thoroughly; to read repeatedly ; to read (extra meaning) into (something),読み込む
読み手 (yomite): reader (person),読み手
読み取る (yomitoru): to read and understand; to take in ; to sense from external cues; to read (someone’s) mind,読み取る
よっぽど: very; greatly; much; to a large extent; quite,よっぽど:
寄り道 (yorimichi): dropping in on the way; stopping off at; making a side trip ; going the long way round; making a detour,寄り道
夜型 (yorugata): nocturnal (person),夜型
夜遅く (yoruosoku): late at night; at a late hour,夜遅く
予選 (yosen): preliminary contest; qualifying round; trial; heat; primary,予選
寄せる (yoseru): to come near; to let someone approach ; to bring near; to bring together; to collect; to gather ; to press; to push; to force,寄せる
予定表 (yoteihyou): schedule; program; programme; itinerary,予定表
幼稚 (youchi): infancy; childish; infantile; immature; primitive,幼稚
幼稚園 (youchien): kindergarten,幼稚園
用具 (yougu): tool; implement; instrument; equipment,用具
用品 (youhin): articles; supplies; parts,用品
要因 (youin): main cause; primary factor,要因
要件 (youken): important matter ; requirement; requisite; necessary condition; sine qua non,要件
用件 (youken): business; thing to be done; something that should be performed; information that should be conveyed,用件
容量 (youryou): capacity; volume,容量
養成 (yousei): training; education; development; cultivation,養成
容姿 (youshi): (physical) appearance (of a person); one’s face and figure,容姿
要旨 (youshi): point; essentials; gist; summary; fundamentals,要旨
様式 (youshiki): style; form; pattern,様式
要所 (yousho): important point; important position,要所
要するに (you suru ni),要するに
用途 (youto): use; service; purpose,用途
弱気 (yowaki): timid; weak-kneed; fainthearted,弱気
弱まる (yowamaru): to abate; to weaken; to be emaciated; to be dejected; to be perplexed,弱まる
弱々しい (yowayowashii): frail; slender; feminine,弱々しい
夜空 (yozora): night sky,夜空
指差す (yubisasu): to point at,指差す
油断 (yudan): negligence; carelessness; inattention; unpreparedness,油断
行方 (yukue): (one’s) whereabouts,行方
"緩やか (yuruyaka) : loose; slack ; gentle (slope, curve); slow (speed)",緩やか
ゆったり : comfortable; easy; calm; relaxed ; loose; spacious,ゆったり
有害 (yuugai): harmful; hazardous,有害
有限 (yuugen): finite; limited,有限
夕日 (yuuhi): evening sun; setting sun,夕日
有意義 (yuuigi): significant; useful; meaningful; worthwhile; valuable; of interest,有意義
有人 (yuujin): manned; occupied; piloted,有人
有給 (yuukyuu): salaried; with pay,有給
有力 (yuuryoku): influential; prominent ; strong; likely; plausible; potent,有力
有力者 (yuuryokusha): influential person; man of importance,有力者
優良 (yuuryou): superior; excellent; fine,優良
優先 (yuusen): preference; priority; precedence,優先
郵送 (yuusou): mailing; posting,郵送
憂鬱 (yuuutsu): depression; melancholy; dejection; gloom; despondency,憂鬱
"在学 (zaigaku): attending (school, college, etc.); being enrolled; being a student",在学
"在籍 (zaiseki): being enrolled (at a school); being registered; being a member (of a team, organization, etc.)",在籍
材質 (zaishitsu): material; material properties; quality of material,材質
残業代 (zangyoudai): overtime pay; overtime money; overtime payment,残業代
雑草 (zassou): weed,雑草
雑談 (zatsudan): chatting; idle talk,雑談
ざわざわ : noisily (e.g. from many people talking); creating a commotion ; rustling (leaves) ; feeling a chill; getting the chills,ざわざわ
税関 (zeikan): customs; customs house,税関
税込 (zeikomi): tax included (e.g. price); before tax (e.g. salary),税込
全額 (zengaku): total; full amount; sum,全額
前半 (zenhan): first half,前半
全面 (zenmen): whole surface; entire,全面
全般 (zenpan): (the) whole; entirety; wholly; as a whole; generally; universally,全般
前回 (zenkai): previous time; last time; previous installment; previous instalment; previous session,前回
全面的 (zenmenteki): total; complete; all-out; general; extensive; full-scale,全面的
"全力 (zenryoku): all one’s power (strength, energy, efforts); one’s utmost",全力
前提 (zentei): condition; assumption; prerequisite; hypothesis,前提
沿い (zoi): (suffix) along,沿い
続行 (zokkou): continuation; continuance; going on; resuming,続行
続出 (zokushutsu): appearing one after another; cropping up one after another; occurring in succession,続出
属する (zokusuru): to belong to; to come under; to be affiliated with; to be subject to,属する
続々 (zokuzoku): successively; one after another,続々
存分 (zonbun): to one’s heart’s content; as much as one wants,存分
増大 (zoudai): enlargement; increase,増大
増減 (zougen): increase and decrease; fluctuation,増減
図表 (zuhyou): chart; diagram; graph; figure,図表
漬け (zuke): (suffix) pickled in (something); preserved in; dipped in,漬け
頭脳 (zunou): head; brains,頭脳
滑らす (zurasu): to shift; to slide (e.g. something away from something else); to move (e.g. something out of the way) ; to put off; to delay; to postpone; to stagger (e.g. working hours),滑らす
図々しい (zuuzuushii): impudent; shameless; brazen; forward; audacious; cheeky ,図々しい
